Company_Name,Sector,City,State,Base_MSA_Loss,Sector_EIF,Weighted_MSA_Loss,Data_Tier,Confidence,Revenue_Cr,MSA_Intensity,Scope3_Biodiversity_MSA,Exiobase_Sector,Factor_Used,Sector_Original,Revenue_INR,Revenue_Million_EUR,Scope3_Intensity,Scope3_per_Billion_INR,Scope3_Impact_Rank,Scope3_Intensity_Rank
V-GUARD INDUSTRIES LIMITED,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,53087786896.64765,1.0849953137458304e-08,29.49321494258203,Other business activities,0.05,Chemicals & Fertilizers,53087786896.64765,589.8642988516406,0.04999999991523474,0.555555545090709,197.0,198.0
VALOR ESTATE LIMITED,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,11330779993.734991,5.507123078420213e-08,6.294877774297218,Other business activities,0.05,Chemicals & Fertilizers,11330779993.734991,125.89755548594435,0.04999999960285171,0.5555555065249058,364.0,341.0
VIP INDUSTRIES LIMITED,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,21696257457.964203,3.2079265345577565e-08,12.05347636553567,Other business activities,0.05,Chemicals & Fertilizers,21696257457.964203,241.06952731071337,0.04999999979259096,0.555555529949502,314.0,298.0
Varroc Engineering Limited,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,73658285372.77289,7.3311508307198e-09,40.9212696515405,Other business activities,0.05,Chemicals & Fertilizers,73658285372.77289,818.4253930308099,0.04999999993890708,0.5555555480132195,161.0,169.0
Vedant Fashions Limited,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,13863504092.149136,3.6354445214569806e-08,7.701946717860631,Other business activities,0.05,Chemicals & Fertilizers,13863504092.149136,154.0389343572126,0.04999999967540675,0.5555555154823164,353.0,331.0
Vedanta Limited,Mining,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,1529679838165.1443,4.000837199593974e-10,6798.577058511753,Mining of coal and lignite; extraction of peat,0.4,Chemicals & Fertilizers,1529679838165.1443,16996.44264627938,0.3999999999764657,4.4444444415389714,4.0,11.0
Vinati Organics Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,22480995026.91924,2.9358131132972608e-08,12.4894416816218,Other business activities,0.05,Chemicals & Fertilizers,22480995026.91924,249.788833632436,0.04999999979983093,0.5555555308433251,310.0,294.0
Vodafone Idea Limited,Telecommunications,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,431571308278.674,1.7239329532063907e-09,47.95236758651933,Computer and related activities,0.01,Chemicals & Fertilizers,431571308278.674,4795.236758651933,0.009999999997914595,0.11111111085365398,151.0,425.0
Voltamp Transformers Limited,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,19341818181.81818,2.9780033840947548e-08,10.745454545454544,Other business activities,0.05,Chemicals & Fertilizers,19341818181.81818,214.90909090909088,0.04999999976734349,0.5555555268325305,321.0,305.0
Voltas Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,112958025165.69014,5.52417589706175e-09,62.75445842538342,Other business activities,0.05,Chemicals & Fertilizers,112958025165.69014,1255.0891685076683,0.04999999996016219,0.5555555506373079,124.0,141.0
Waaree Renewable Technologies Limited,Other Business Services,Kolkata,West Bengal,0.58,0.1,0.058,Tier 2,75%,15975145828.04971,3.630639784092713e-09,8.875081015583172,Other business activities,0.05,Information Technology,15975145828.04971,177.50162031166343,0.049999999718312434,0.5555555207793146,343.0,322.0
Welspun Corp Limited,Textiles,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,88351899529.22842,6.1119229227364635e-09,294.50633176409474,Textiles,0.3,Chemicals & Fertilizers,88351899529.22842,981.6877725469825,0.29999999969440383,3.3333332956054145,42.0,23.0
Welspun Living Limited,Textiles,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,86224543045.54973,5.845203490771213e-09,287.41514348516574,Textiles,0.3,Chemicals & Fertilizers,86224543045.54973,958.0504782838859,0.2999999996868641,3.333333294674581,43.0,24.0
Whirlpool of India Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,74206899617.67583,8.247211555166815e-09,41.22605534315324,Other business activities,0.05,Chemicals & Fertilizers,74206899617.67583,824.5211068630648,0.04999999993935874,0.5555555480689802,160.0,168.0
Wipro Limited,IT Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,890883951517.4735,7.40837231241846e-10,98.98710572416373,Computer and related activities,0.01,Chemicals & Fertilizers,890883951517.4735,9898.710572416372,0.009999999998989768,0.11111111098639104,91.0,423.0
Wockhardt Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,14023025305.33594,5.305559847466713e-08,7.7905696140755225,Other business activities,0.05,Chemicals & Fertilizers,14023025305.33594,155.81139228151045,0.049999999679099204,0.5555555159381761,352.0,330.0
YES Bank Limited,Financial Services,Bangalore,Karnataka,0.48,0.01,0.0048,Tier 2,75%,367546564593.3015,1.3059569759035312e-11,20.419253588516753,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,367546564593.3015,4083.8507177033503,0.004999999998775666,0.055555555404403135,239.0,444.0
ZENSAR TECHNOLOGIES LIMITED,Other Business Services,Chennai,Tamil Nadu,0.52,0.1,0.052,Tier 2,75%,52802220558.88224,9.848070677636056e-10,29.3345669771568,Other business activities,0.05,Information Technology,52802220558.88224,586.691339543136,0.049999999914776314,0.5555555450341128,199.0,200.0
ZF Commercial Vehicle Control Systems India Limited,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,38040920532.724594,1.829608722010993e-08,21.13384474040255,Other business activities,0.05,Chemicals & Fertilizers,38040920532.724594,422.67689480805103,0.049999999881706336,0.5555555409513996,235.0,230.0
Zee Entertainment Enterprises Limited,Media & Entertainment,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,115333898592.50464,4.682057977662898e-09,64.07438810694703,Other business activities,0.05,Chemicals & Fertilizers,115333898592.50464,1281.4877621389405,0.049999999960982845,0.5555555507386236,120.0,137.0
Zen Technologies Limited,Other Business Services,Pune,Maharashtra,0.42,0.1,0.042,Tier 2,75%,9305682096.497671,4.51337146105682e-09,5.1698233869431505,Other business activities,0.05,Information Technology,9305682096.497671,103.39646773886301,0.04999999951642449,0.5555554958548813,376.0,351.0
Zydus Lifesciences Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,232414.9999999914,0.0026332207473701,0.0001291194444444397,Other business activities,0.05,Chemicals & Fertilizers,232414.9999999914,0.0025823888888887934,0.049980645577514464,0.5531754362163719,429.0,381.0
Zydus Wellness Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,27088984963.78212,2.4364146566673425e-08,15.049436090990069,Other business activities,0.05,Chemicals & Fertilizers,27088984963.78212,300.98872181980136,0.04999999983388082,0.5555555350470155,271.0,258.0
eClerx Services Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,24843628045.993984,2.994731681792223e-08,13.80201558110777,Other business activities,0.05,Chemicals & Fertilizers,24843628045.993984,276.0403116221554,0.04999999981886704,0.5555555331934621,282.0,266.0
