Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Land_Degraded_ha,Land_Restored_ha,Total_Land_ha,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Renewable_Energy_Pct,Total_Energy_GJ,Renewable_Energy_GJ
INDIAN OVERSEAS BANK,Financial Services,Hyderabad,Telangana,33676.0771,0.45,0.0011797441546504,0.000297,1.82171734813218e-05,0.000297,0.0003152171734813,0.008655174,Tier 2,75%,5675.71,60842.54,0.0,250019.55,11.36,,66518.25,1975.2374898797225,7424.248057681278,0.3373314524214579,,OK,38.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,,
INDIAN RAILWAY FINANCE CORPORATION LIMITED,Financial Services,Pune,Maharashtra,27156.41,0.42,0.0011797441546504,0.000297,1.801323196402065e-05,0.000297,0.000315013231964,0.0081696214285714,Tier 2,75%,20.97,77.77,,496.8,0.0805,,98.74,3.6359739744686426,18.29402340000022,0.0029643093472222,,OK,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1200.0,0.0
INOX India Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,1296.2996,0.51,0.0374641669027132,0.005225,0.016485526419658,0.005225,0.021710526419658,0.0060557749999999,Tier 2,75%,715.68,9549.87,15400.0,112930.86,3406.398,0.0,10265.55,7919.118388989705,87117.86997388567,2627.7860457567062,0.0,OK,45.0,15.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,50782.06,0.0
INTELLECT DESIGN ARENA LIMITED,Chemicals & Fertilizers,Mumbai,Maharashtra,1735.253,0.55,0.0374641669027132,0.005225,0.0081994794255838,0.005225,0.0134244794255838,0.013130425,Tier 2,75%,466.38,2828.91,471.62,42991.06,111.945,0.0,3766.91,2170.8131321484534,24775.09619634716,64.51220657736941,0.0,OK,22.0,15.0,0.0,0.0,37.0,0.0,0.0,0.0,100.0,,
IRB Infrastructure Developers Limited,Cement Manufacturing,Delhi,Delhi,8201.761,0.62,0.0777832037429109,0.0033,0.0065116913746428,0.0033,0.0098116913746428,0.0244397999999999,Tier 2,75%,82256.49,45835.77,37062.12,1706929.68,745297.75,0.0,165154.38,20136.453622581783,208117.46160367268,90870.45452799708,0.0,OK,120.0,500.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,934215.0,0.0
ISGEC Heavy Engineering Limited,Chemicals & Fertilizers,Bangalore,Karnataka,5079.376283,0.48,0.0374641669027132,0.005225,0.0029426935220589,0.005225,0.0081676935220589,0.031929975,Tier 2,75%,13919.6,33321.1,32400.0,255878.0,10077.2,0.0,47240.7,9300.492298258818,50375.870135156125,1983.9443739828955,0.0,OK,315.0,45.0,0.0,0.0,360.0,0.0,0.0,0.0,15.0,650000.0,97500.0
ITC Limited,Pharmaceuticals & Healthcare,Chennai,Tamil Nadu,74325.648415,0.52,0.0144770016599194,0.003465,0.000106149845079,0.003465,0.003571149845079,0.245734335,Tier 2,75%,1101.0,153.0,253000.0,31200000.0,722010.0,7.8,2316.0,31.16017215307061,419774.33988592535,9714.143305802469,7.8,OK,4800.0,1200.0,0.0,45000.0,6000.0,0.0,7.5,45000.0,50.0,,
Indegene Limited,Chemicals & Fertilizers,Kolkata,West Bengal,1184.0,0.58,0.0374641669027132,0.005225,0.0083896589975187,0.005225,0.0136146589975187,0.0135327499999999,Tier 2,75%,197.03,273.14,5400.0,2638.04,18.0114,0.0,470.17,397.1030405405406,2228.074324324324,15.21233108108108,0.0,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,63.27,4524.08,2862.51
Indian Energy Exchange Limited,Power Generation,Hyderabad,Telangana,535.3701804,0.45,0.1562256571307733,0.0054449999999999,0.1314047583342953,0.0054449999999999,0.1368497583342952,0.0029130749999999,Tier 2,75%,44.15,445.0,174.74,581.0,0.0,,663.89,1240.057859599085,1085.2304092953177,0.0,,OK,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,2390.66,119.5
Indian Oil Corporation Limited,Oil & Gas,Pune,Maharashtra,866345.0,0.42,0.0971185610539406,0.0154274999999999,4.7082623715327095e-05,0.0154274999999999,0.0154745826237152,13.365537487499912,Tier 2,75%,21240000.0,1290000.0,353880000.0,117305900.0,464362.0,0.25,376410000.0,434480.4898741264,135403.21696321905,536.0012466165327,0.25,OK,11833.0,2450.0,0.0,120.0,14283.0,0.0,0.0084015963032976,120.0,0.35,,
Indian Renewable Energy Development Agency Limited,Power Generation,Ahmedabad,Gujarat,6754.7839270330005,0.51,0.1562256571307733,0.0054449999999999,0.0117944703607089,0.0054449999999999,0.0172394703607088,0.0367825621076226,Tier 2,75%,21.74,541.18,1450.0,14102.07,0.001558,,562.92,83.33649248899947,2087.715928789783,0.0002306513453028,,OK,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,,
Indus Towers Limited,Information Technology,Mumbai,Maharashtra,30122.7800391,0.55,0.0009696637386769,0.000396,1.858888310464605e-05,0.000396,0.0004145888831046,0.0113612399999999,Tier 2,75%,691756.0,6727950.0,2489309.0,334772.0,65360.0,0.0,9909015.0,328954.1996833589,11113.582463685589,2169.78645115628,0.0,OK,0.0,24500.0,0.0,0.0,24500.0,0.0,0.0,0.0,10.0,1500000.0,150000.0
IndusInd Bank Limited,Financial Services,Delhi,Delhi,55136.0564,0.62,0.0011797441546504,0.000297,1.3264206003975916e-05,0.000297,0.0003102642060039,0.016377768,Tier 2,75%,20424.64,66311.97,9600.0,548048.0,48.37,,106692.61,1935.07873007762,9939.920186239508,0.877284360874239,,OK,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.4,,
Infibeam Avenues Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3726.5139835,0.48,0.0374641669027132,0.005225,0.0056710186418487,0.005225,0.0108960186418487,0.016568475,Tier 2,75%,,,,0.0,0.0,,,57.39514348785872,0.0,0.0,,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,7191.64,0.0
Infosys Limited,Information Technology,Chennai,Tamil Nadu,162989.649114318,0.52,0.0009696637386769,0.000396,3.281220434124996e-06,0.000396,0.0003992812204341,0.0608533199999999,Tier 2,75%,8745.0,38586.0,179370.0,2085580.0,11689.77,0.0,226701.0,1390.892005915026,12795.78188757994,71.72093481716135,0.0,OK,412.0,0.0,0.0,28.0,412.0,0.0,0.0679611650485436,28.0,57.87,,
Inox Wind Limited,Chemicals & Fertilizers,Kolkata,West Bengal,3563.181081238,0.58,0.0374641669027132,0.005225,0.0124665615625781,0.005225,0.0176915615625781,0.009107175,Tier 2,75%,250.0,2444.0,32400.0,43590.0,1759.68,0.0,2694.0,756.0659810934982,12233.450674040678,493.8508484077976,0.0,OK,45.0,8500.0,0.0,15.0,8545.0,0.0,0.0017554125219426,15.0,100.0,120000.0,120000.0
InterGlobe Aviation Limited,Transportation & Logistics,Hyderabad,Telangana,89593.6268232,0.45,0.065,0.0125,0.0004245036572622,0.0125,0.0129245036572622,0.8613000000000001,Tier 2,75%,9706392.55,10990.77,20182252.0,89715.2,10846.19,0.0,12635227.32,141028.19327689218,1001.356940009136,121.05983856868949,0.0,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,119727445.36,0.0
Ion Exchange India Limited,Chemicals & Fertilizers,Pune,Maharashtra,2540.0625,0.42,0.0374641669027132,0.005225,0.00648863921614,0.005225,0.01171363921614,0.012670625,Tier 2,75%,3591.0,10530.0,12400.0,323100.0,16236.035,12.5,14121.0,5559.312024802539,127201.5944489555,6391.9824807460445,0.0,OK,85.0,12.0,0.0,0.0,97.0,0.0,0.0,0.0,8.2,,
Ipca Laboratories Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,674.921,0.51,0.0374641669027132,0.005225,0.0024692071750302,0.005225,0.0076942071750302,0.0404310499999999,Tier 2,75%,169992.0,124512.0,287887.0,1021221.0,37813.0,0.0,582391.0,862902.4730301768,1513097.0883999756,56025.816354803006,0.0,OK,540.0,45.0,0.0,0.0,585.0,0.0,0.0,0.0,8.4,,
Ircon International Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,11950.4,0.55,0.0374641669027132,0.005225,0.0016683095940808,0.005225,0.0068933095940808,0.064533975,Tier 2,75%,52849.92,6744.06,,4088380.4,16.06,0.0,59593.98,4986.777011648146,342112.43138305,1.3438880706921943,0.0,OK,0.0,145.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,,
JAI BALAJI INDUSTRIES LIMITED,Chemicals & Fertilizers,Delhi,Delhi,6431.7802011,0.62,0.0374641669027132,0.005225,0.0036573426987375,0.005225,0.0088823426987375,0.033183975,Tier 2,75%,2796666.0,378270.0,,1435377.0,318224.25,840.0,3174936.0,493632.540405688,223169.473321634,49476.8540046775,0.0,OK,1150.0,85.0,45.0,22.0,1235.0,0.0364372469635627,0.0178137651821862,-23.0,0.5,4500000.0,22500.0
JAIPRAKASH POWER VENTURES LIMITED,Power Generation,Bangalore,Karnataka,6762.789501741,0.48,0.1562256571307733,0.0054449999999999,0.0110896651024506,0.0054449999999999,0.0165346651024505,0.0368190899999993,Tier 2,75%,7845953.0,373458.0,,26240542.0,2509222.098,3850.0,8219411.0,1215387.673663953,3880135.851225989,371033.594547639,0.0,OK,3850.0,450.0,0.0,115.0,4300.0,0.0,0.0267441860465116,115.0,31.66,35607064.7,11273195.9
JBM Auto Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,5472.332102,0.52,0.0374641669027132,0.005225,0.0038892726670814,0.005225,0.0091142726670814,0.0261720249999999,Tier 2,75%,4180.0,70817.75,154000.0,393365.58,83629.23,0.0,74997.75,13704.897400614667,71882.6220097707,15282.192023659456,0.0,OK,145.0,85.0,0.0,0.0,230.0,0.0,0.0,0.0,12.0,,
JINDAL STEEL  POWER LIMITED,Steel & Iron,Kolkata,West Bengal,50009.39,0.58,0.0840934065650114,0.0096249999999999,0.0009252779353803,0.0096249999999999,0.0105502779353802,0.5073626249999947,Tier 2,75%,21.49,1.01,3345443.0,22.0,10074263.21,48200.0,22.5,0.449915505867998,0.4399173835153758,201447.4323722005,0.0,OK,8500.0,1200.0,340.0,290.0,9700.0,0.0350515463917525,0.0298969072164948,-50.0,1.5,150000000.0,2250000.0
JK CEMENT LIMITED,Cement Manufacturing,Hyderabad,Telangana,11093.0,0.45,0.0777832037429109,0.0033,0.0030516514110121,0.0033,0.0063516514110121,0.0378509999999999,Tier 2,75%,10472587.0,420227.0,1452883.0,3251616.0,10540.88,2.66,12345697.0,1112926.8006851166,293123.2308663121,950.2280717569638,2.66,OK,4200.0,1150.0,245.0,185.0,5350.0,0.0457943925233644,0.0345794392523364,-60.0,35.0,32000000.0,11200000.0
JK LAKSHMI CEMENT LIMITED,Cement Manufacturing,Pune,Maharashtra,6383.781889,0.42,0.0777832037429109,0.0033,0.0050791271100781,0.0033,0.0083791271100781,0.0212256,Tier 2,75%,7007134.0,237401.5,80371.29,1522439.0,23316.28,14200.0,7324906.79,1147424.3508572353,238485.4348835664,3652.4242847608352,0.0,OK,2150.0,850.0,92.0,84.0,3000.0,0.0306666666666666,0.028,-8.0,42.7,25000000.0,10675000.0
JK Tyre  Industries Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,10349.4923845,0.51,0.0374641669027132,0.005225,0.0012901232356774,0.005225,0.0065151232356774,0.07738225,Tier 2,75%,99676.1,87847.55,136967.2,555274.0,33330.66,185.0,324490.85000000003,31353.31066922436,53652.29321117339,3220.511573100719,0.0,OK,540.0,45.0,,,585.0,,,,45.0,12500000.0,5625000.0
JM Financial Limited,Financial Services,Mumbai,Maharashtra,1037.2672903,0.55,0.0011797441546504,0.000297,0.0006257080858801,0.000297,0.0009227080858801,0.000307989,Tier 2,75%,8.03,438.49,533.53,4499.34,2.47,,980.05,944.8384318727996,4337.686189543964,2.3812570039547114,,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,4.02,2390.66,96.09
JSW Energy Limited,Power Generation,Delhi,Delhi,12639.493685857,0.62,0.1562256571307733,0.0054449999999999,0.008432866743956,0.0054449999999999,0.0138778667439559,0.0625412699999988,Tier 2,75%,20522777.86,36661.4,2664131.43,126678383.13,2154531.928,2850.0,23223570.69,1837381.406819016,10022425.445075158,170460.30335936794,0.0,OUTLIER - VERIFY,3450.0,450.0,0.0,120.0,3900.0,0.0,0.0307692307692307,120.0,5.43,3224500.0,175090.35
JSW Infrastructure Limited,Steel & Iron,Bangalore,Karnataka,4476.144197005,0.48,0.0840934065650114,0.0096249999999999,0.0108303823856199,0.0096249999999999,0.0204553823856198,0.0358723749999996,Tier 2,75%,29642.0,81996.0,63449.0,490404.0,43429.6151,12.5,175087.0,39115.58526580783,109559.47315730593,9702.461133637937,0.0,OK,1250.0,4500.0,0.0,150.0,5750.0,0.0,0.0260869565217391,150.0,0.92,442981.0,4075.43
JSW Steel Limited,Steel & Iron,Chennai,Tamil Nadu,133609.0,0.52,0.0840934065650114,0.0096249999999999,0.0002498604176502,0.0096249999999999,0.0098748604176501,1.6844904999999823,Tier 2,75%,53100751.63,1653056.65,18870000.0,95735450.66,19109339.3468,44310.0,63447287.28,474872.8549723447,716534.4449849934,143024.34227334984,0.0,OK,7200.0,850.0,110.0,95.0,8050.0,0.0136645962732919,0.0118012422360248,-15.0,0.38,,
JUBILANT INGREVIA LIMITED,Chemicals & Fertilizers,Kolkata,West Bengal,4177.6161281,0.58,0.0374641669027132,0.005225,0.0052613115747151,0.005225,0.0104863115747151,0.0215792499999999,Tier 2,75%,657.4,79.11,154000.0,2990134.0,149352.19,450.0,736.51,176.2991087299752,715751.2582085724,35750.57770277378,0.0,OK,540.0,45.0,0.0,0.0,585.0,0.0,0.0,0.0,24.3,3152000.0,765936.0
JYOTHY LABS LIMITED,Pharmaceuticals & Healthcare,Hyderabad,Telangana,2843.92,0.45,0.0144770016599194,0.003465,0.0023629491283872,0.003465,0.0058279491283872,0.009553005,Tier 2,75%,16289.0,17486.0,12400.0,283880.0,2008.22,0.0,33775.0,11876.213114292948,99819.96680637992,706.1450392416102,0.0,OK,115.0,22.0,0.0,0.0,137.0,0.0,0.0,0.0,12.4,,
JYOTI CNC AUTOMATION LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,1631.4701181,0.42,0.0374641669027132,0.005225,0.0097430031573619,0.005225,0.0149680031573619,0.008438375,Tier 2,75%,0.0,0.0,,13906.0,143.377,,0.0,0.0,8523.600797662688,87.88208770073949,0.0,OK,45.0,5.0,0.0,0.0,50.0,0.0,0.0,0.0,3.5,62440.0,2185.4
Jindal Stainless Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,40816.88,0.51,0.0374641669027132,0.005225,0.0004954806576521,0.005225,0.0057204806576521,0.2014864499999999,Tier 2,75%,2995798.0,622511.0,3216693.0,15077894.0,1945438.27,1250.0,6835002.0,167455.2783064262,369403.3938899789,47662.59131026184,0.0,OK,2450.0,185.0,0.0,42.0,2635.0,0.0,0.0159392789373814,42.0,2.8,18500000.0,518000.0
Jio Financial Services Limited,Financial Services,Mumbai,Maharashtra,805.56,0.55,0.0011797441546504,0.000297,0.0003499780394054,0.000297,0.0006469780394054,0.000550638,Tier 2,75%,0.0,128.0,0.0,1812.0,3.511,,128.0,158.89567505834452,2249.36690004469,4.358458711951935,,OK,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1450.0,0.0
Jubilant FoodWorks Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,6104.666159293,0.62,0.0144770016599194,0.003465,0.0016569579156636,0.003465,0.0051219579156636,0.018769905,Tier 2,75%,48316.0,123068.0,67400.0,137266.0,1167.35726,0.0,171384.0,28074.26246218327,22485.42285822509,191.2237671216398,0.0,OK,0.0,1850.0,0.0,0.0,1850.0,0.0,0.0,0.0,5.6,,
Jubilant Pharmova Limited,Chemicals & Fertilizers,Bangalore,Karnataka,7234.5,0.48,0.0374641669027132,0.005225,0.0025370767654207,0.005225,0.0077620767654207,0.0370348,Tier 2,75%,10084.0,64219.0,527407.0,532922.0,9854.09,14.0,601710.0,83172.29939871449,73663.9712488769,1362.096896813878,0.0,OK,315.0,22.0,0.0,0.0,337.0,0.0,0.0,0.0,13.2,1450000.0,191400.0
Juniper Hotels Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,944.2725,0.52,0.0374641669027132,0.005225,0.0100471205721561,0.005225,0.0152721205721561,0.0101312749999999,Tier 2,75%,1833.8,25392.58,15400.0,560602.0,585.51,0.0,27226.38,28833.18109973552,593686.6741327319,620.06465294711,0.0,OK,45.0,315.0,0.0,0.0,360.0,0.0,0.0,0.0,18.4,142500.0,26220.0
Jupiter Life Line Hospitals Limited,Financial Services,Kolkata,West Bengal,1060.0,0.58,0.0011797441546504,0.000297,0.0006455203865068,0.000297,0.0009425203865068,0.00031482,Tier 2,75%,92.57,6664.12,4200.0,182390.1,462.45,0.0,6756.69,6374.235849056603,172066.1320754717,436.2735849056604,0.0,OK,24.5,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.5,55000.0,275.0
Jupiter Wagons Limited,Chemicals & Fertilizers,Hyderabad,Telangana,3870.625,0.45,0.0374641669027132,0.005225,0.0046264750565919,0.005225,0.0098514750565919,0.0190399,Tier 2,75%,9577.83,38087.49,592410.41,158025.0,14237.79,0.0,640075.73,165367.5388341676,40826.73986759244,3678.421443565316,0.0,OK,115.0,15.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,125000.0,0.0
Just Dial Limited,Information Technology,Pune,Maharashtra,1141.9279304,0.42,0.0009696637386769,0.000396,0.0003938672826347,0.000396,0.0007898672826347,0.000409464,Tier 2,75%,35.0,7261.0,2100.0,0.0,9.38,,7296.0,6389.194804478005,0.0,8.214178627467613,,OK,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,100.0,,
KARUR VYSYA BANK LIMITED,Financial Services,Ahmedabad,Gujarat,11507.592446819,0.51,0.0011797441546504,0.000297,6.102743877388215e-05,0.000297,0.0003580274387738,0.002928123,Tier 2,75%,543.92,21099.39,4500.0,122459.36,174.81,,21643.31,1880.7852380958088,10641.61427039858,15.190840378460054,,OK,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.2,,
KEC International Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,21847.0,0.55,0.0374641669027132,0.005225,0.0010347138594201,0.005225,0.0062597138594201,0.10405065,Tier 2,75%,61095.06,35442.83,85600.0,1728858.92,36175.34,0.0,96537.89,4418.816771181398,79134.84322790314,1655.8493156955187,0.0,OK,120.0,45.0,0.0,0.0,165.0,0.0,0.0,0.0,15.5,,
KEI INDUSTRIES LIMITED,Chemicals & Fertilizers,Delhi,Delhi,9735.8768286,0.62,0.0374641669027132,0.005225,0.0028662121766636,0.005225,0.0080912121766636,0.0423433999999999,Tier 2,75%,7297.46,79336.47,336735.4,102582.0,13913.1809,0.0,423369.33,43485.48543222272,10536.493199940276,1429.0629539528272,0.0,OK,245.0,22.0,0.0,0.0,267.0,0.0,0.0,0.0,1.2,342000.0,4104.0
KFin Technologies Limited,Information Technology,Bangalore,Karnataka,1055.499,0.48,0.0009696637386769,0.000396,0.0005560795633989,0.000396,0.0009520795633989,0.000331452,Tier 2,75%,16.8,3182.04,265.05,7624.96,17.89,0.0,3463.8900000000003,3281.7558330230536,7224.033371893294,16.949329179847634,0.0,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,12450.0,0.0
KIOCL Limited,Steel & Iron,Chennai,Tamil Nadu,1851.9977775,0.52,0.0840934065650114,0.0096249999999999,0.0240003136189933,0.0096249999999999,0.0336253136189932,0.0175367499999998,Tier 2,75%,156229.0,37833.0,,500540.0,270.48,240.0,194062.0,104785.22294015012,270270.3027406846,146.04769146381983,0.0,OK,1240.0,115.0,85.0,74.0,1355.0,0.062730627306273,0.0546125461254612,-11.0,0.1,4500000.0,4500.0
KNR Constructions Limited,Cement Manufacturing,Kolkata,West Bengal,3970.615007,0.58,0.0777832037429109,0.0033,0.0142047412376852,0.0033,0.0175047412376852,0.0104808,Tier 2,75%,183389.74,7580.66,,5169504.0,11111.13,0.0,190970.4,48095.92460193912,1301940.3772177403,2798.3397988502084,0.0,OK,0.0,450.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,,
KOTAK MAHINDRA BANK LIMITED,Financial Services,Hyderabad,Telangana,67880.8637,0.45,0.0011797441546504,0.000297,6.160329429699924e-06,0.000297,0.0003031603294296,0.025594866,Tier 2,75%,14701.1,87287.2,42397.1,263789.9,1536.79,,144385.4,2127.0412916092578,3886.0716499692976,22.63951747567408,,OK,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.1,,
KPI GREEN ENERGY LIMITED,Power Generation,Pune,Maharashtra,1755.157559945,0.42,0.1562256571307733,0.0054449999999999,0.0641395659774435,0.0054449999999999,0.0695845659774434,0.0055702349999998,Tier 2,75%,445.15,288.42,15400.0,1687.98,0.015,,733.5699999999999,417.9510812824048,961.725624252728,0.0085462412847254,,OK,115.0,1850.0,0.0,15.0,1965.0,0.0,0.0076335877862595,15.0,100.0,45000.0,45000.0
KPIT Technologies Limited,Information Technology,Ahmedabad,Gujarat,2563.934,0.51,0.0009696637386769,0.000396,0.0001015042090979,0.000396,0.0004975042090979,0.0019293119999999,Tier 2,75%,768.52,2647.36,4500.0,73708.0,68.457,0.0,3415.88,1332.2807841387491,28748.00989417044,26.6999852570308,0.0,OK,112.0,45.0,0.0,0.0,157.0,0.0,0.0,0.0,34.0,,
KPR MILL LIMITED,Textiles & Apparel,Mumbai,Maharashtra,4396.51,0.55,0.04,0.006,0.0036095159967186,0.006,0.0096095159967186,0.03657,Tier 2,75%,59287.07,120130.15,,987571.25,33526.64,22.0,179417.22,40809.00987374076,224626.18076610763,7625.739507018066,0.0,OK,420.0,25.0,0.0,15.0,445.0,0.0,0.0337078651685393,15.0,51.5,1245000.0,641175.0
Kajaria Ceramics Limited,Chemicals & Fertilizers,Delhi,Delhi,4683.24,0.62,0.0374641669027132,0.005225,0.00528504743565,0.005225,0.01051004743565,0.0229638749999999,Tier 2,75%,437311.0,187602.0,88400.0,1523477.0,122144.65,450.0,624913.0,133436.04000649124,325304.0629991203,26081.22795329729,0.0,OK,315.0,22.0,0.0,0.0,337.0,0.0,0.0,0.0,3.5,,
Kalpataru Projects International Limited,Chemicals & Fertilizers,Bangalore,Karnataka,18888.0,0.48,0.0374641669027132,0.005225,0.0009162743357435,0.005225,0.0061412743357435,0.10254585,Tier 2,75%,82563.0,25682.0,98500.0,3442256.0,61206.2,0.0,108245.0,5730.88733587463,182245.6586192292,3240.4807285048705,0.0,OK,55.0,12.0,0.0,0.0,67.0,0.0,0.0,0.0,12.2,,
Kalyan Jewellers India Limited,Pharmaceuticals & Healthcare,Chennai,Tamil Nadu,21638.595,0.52,0.0144770016599194,0.003465,0.0004058680646516,0.003465,0.0038708680646516,0.06426882,Tier 2,75%,2335.89,28871.45,,194734.8,865.49,,31207.34,1442.207315216168,8999.419786728296,39.99751370179071,,OK,12.0,45.0,0.0,0.0,57.0,0.0,0.0,0.0,2.5,,
Kaynes Technology India Limited,Information Technology,Hyderabad,Telangana,1915.443,0.45,0.0009696637386769,0.000396,0.0002417444223848,0.000396,0.0006377444223848,0.0007147799999999,Tier 2,75%,527.75,5802.78,8900.0,78077.35,302.78,0.0,6330.53,3304.9952413097126,40762.0325950707,158.07309327398414,0.0,OK,85.0,45.0,0.0,0.0,130.0,0.0,0.0,0.0,8.5,18500.0,1572.5
Keystone Realtors Limited,Chemicals & Fertilizers,Pune,Maharashtra,1010.4518676,0.42,0.0374641669027132,0.005225,0.0285570782198539,0.005225,0.0337820782198539,0.0028789749999999,Tier 2,75%,2199.99,5494.23,42058.35,683258.42,224130.04,0.0,49752.57,49237.94155398125,676190.9615970708,221811.69354691583,0.0,OK,450.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,4500.0,0.0
Kirloskar Brothers Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2901.391456,0.51,0.0374641669027132,0.005225,0.0047958647390521,0.005225,0.0100208647390521,0.0208164,Tier 2,75%,2630.14,28542.59,208010.63,254242.0,48022.98,0.0,239183.36,82437.46617002515,87627.6103571734,16551.70656158436,0.0,OK,215.0,45.0,0.0,0.0,260.0,0.0,0.0,0.0,18.2,165000.0,30030.0
Kirloskar Oil Engines Limited,Oil & Gas,Mumbai,Maharashtra,5072.71,0.55,0.0971185610539406,0.0154274999999999,0.009056495181361,0.0154274999999999,0.0244839951813609,0.0909913949999994,Tier 2,75%,7414.0,10483.0,226242.0,212521.0,5871.29,0.0,244139.0,48127.92373307364,41894.963441631786,1157.42670091529,0.0,OK,185.0,15.0,0.0,0.0,200.0,0.0,0.0,0.0,12.5,,
Krishna Institute of Medical Sciences Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,12222.0543576,0.62,0.0144770016599194,0.003465,0.0064850165982921,0.003465,0.0099500165982921,0.0047958154300168,Tier 2,75%,1057.44,9773.09,8900.0,310925.0,280.435,0.0,10830.53,886.146443397651,25439.667579833545,22.94499695344736,0.0,OK,18.0,315.0,0.0,0.0,333.0,0.0,0.0,0.0,28.4,115000.0,32660.0
LAURUS LABS LIMITED,Pharmaceuticals & Healthcare,Bangalore,Karnataka,5217.0,0.48,0.0144770016599194,0.003465,0.0013784885532158,0.003465,0.0048434885532158,0.017467065,Tier 2,75%,315457.0,181901.0,91787.0,1568994.0,53734.3,24.0,589145.0,112927.92792792791,300746.40598044853,10299.846655165804,0.0,OK,412.0,45.0,0.0,0.0,457.0,0.0,0.0,0.0,18.5,,
