Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Land_Degraded_ha,Land_Restored_ha,Total_Land_ha,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Renewable_Energy_Pct,Total_Energy_GJ,Renewable_Energy_GJ
Sona BLW Precision Forgings Limited,Chemicals & Fertilizers,Delhi,Delhi,1138.0,0.62,0.0374641669027132,0.005225,6550.379560562135,0.005225,6550.384785562135,1.8527959724966562e-08,Tier 2,75%,5174.0,59485.0,,148640.0,21489.97,0.0,64659.0,56818.10193321617,130615.11423550086,18883.98066783832,0.0,OK,85.0,45.0,0.0,0.0,130.0,0.0,0.0,0.0,11.0,,
Sonata Software Limited,Information Technology,Bangalore,Karnataka,10157.2514562,0.48,0.0009696637386769,0.000396,5.403907982873702e-05,0.000396,0.0004500390798287,0.003410748,Tier 2,75%,81.6,637.3,2168.91,7287.0,41.09,0.0,2887.81,284.3101810024873,717.4184897777642,4.045385720456749,0.0,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,15.2,14200.0,2158.4
Star Cement Limited,Cement Manufacturing,Chennai,Tamil Nadu,3173.9613,0.52,0.0777832037429109,0.0033,0.0144145637727418,0.0033,0.0177145637727418,0.0092598,Tier 2,75%,2633230.0,111400.0,,1265735.0,4055.11,4800.0,2744630.0,864733.2908564449,398787.15597446007,1277.6179722166114,0.0,OK,850.0,215.0,42.0,35.0,1065.0,0.0394366197183098,0.0328638497652582,-7.0,10.5,8450000.0,887250.0
Star Health and Allied Insurance Company Limited,Financial Services,Kolkata,West Bengal,16781.360149639,0.58,0.0011797441546504,0.000297,5.212154248150762e-05,0.000297,0.0003491215424815,0.003899016,Tier 2,75%,0.01,8159.27,2209.13,171134.0,1113.02,,10368.41,617.8527787703218,10197.862299241664,66.32477880667754,,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.1,,
Steel Authority of India Limited,Steel & Iron,Hyderabad,Telangana,105374.59,0.45,0.0840934065650114,0.0096249999999999,0.0003591075267537,0.0096249999999999,0.0099841075267536,1.0142632499999893,Tier 2,75%,52178648.0,4796073.0,4839242.0,129577216.0,14144421.97,89200.0,61813963.0,586611.6584652903,1229681.8046931429,134229.91225873335,0.0,OK,42000.0,5600.0,2100.0,1850.0,47600.0,0.0441176470588235,0.0388655462184873,-250.0,0.2,850000000.0,1700000.0
Sterling and Wilson Renewable Energy Limited,Power Generation,Pune,Maharashtra,6302.0,0.42,0.1562256571307733,0.0054449999999999,0.0216193660609307,0.0054449999999999,0.0270643660609306,0.0165255749999996,Tier 2,75%,4974.9,946.03,32400.0,123834.92,2379.8444,0.0,5920.929999999999,939.5318946366232,19650.0983814662,377.6331958108537,0.0,OK,0.0,850.0,0.0,0.0,850.0,0.0,0.0,0.0,1.2,,
Sun Pharma Advanced Research Company Limited,Pharmaceuticals & Healthcare,Ahmedabad,Gujarat,105.0146,0.51,0.0144770016599194,0.003465,0.1028798215963243,0.003465,0.1063448215963243,0.0002486691081532,Tier 2,75%,,,3200.0,35665.0,50.0,0.0,,,339619.4433916808,476.12427224404985,0.0,PARTIAL ENV DATA,112.0,12.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,8500.0,0.0
Sun Pharmaceutical Industries Limited,Pharmaceuticals & Healthcare,Mumbai,Maharashtra,23003.33,0.55,0.0144770016599194,0.003465,0.0001641823393809,0.003465,0.0036291823393809,0.168042105,Tier 2,75%,156242.0,236080.0,379788.0,1784738.38,39089.44,12.5,392322.0,17055.008992176347,77586.08775338177,1699.2948412251617,0.0,OK,1250.0,85.0,0.0,0.0,1335.0,0.0,0.0,0.0,45.23,,
Sun TV Network Limited,Chemicals & Fertilizers,Delhi,Delhi,4148.36,0.62,0.0374641669027132,0.005225,0.0058478810371808,0.005225,0.0110728810371808,0.0207537,Tier 2,75%,1183.47,1469.14,1200.0,26019.0,53.3,,2652.61,639.4358252417824,6272.117174015756,12.848450954111986,,OK,15.0,120.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,,
Sundram Fasteners Limited,Chemicals & Fertilizers,Bangalore,Karnataka,5209.74,0.48,0.0374641669027132,0.005225,0.0033239926272277,0.005225,0.0085489926272277,0.0282672499999999,Tier 2,75%,24389.0,108297.0,89000.0,634600.0,39273.655,0.0,132686.0,25468.83337748141,121810.30147377796,7538.505760364241,0.0,OK,315.0,22.0,0.0,0.0,337.0,0.0,0.0,0.0,14.5,1245000.0,180525.0
Supreme Industries Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,10446.243109035,0.52,0.0374641669027132,0.005225,0.0019202924385816,0.005225,0.0071452924385816,0.0530076249999999,Tier 2,75%,18976.48,223807.27,67400.0,1248130.95,14766.0075,0.0,242783.75,23241.250224208867,119481.32328267244,1413.5232490644237,0.0,OK,412.0,45.0,0.0,0.0,457.0,0.0,0.0,0.0,14.2,,
Syngene International Limited,Chemicals & Fertilizers,Kolkata,West Bengal,3642.4,0.58,0.0374641669027132,0.005225,0.0062261366199351,0.005225,0.0114511366199351,0.0182352499999999,Tier 2,75%,6637.0,6958.0,57505.0,175541.0,4214.88,0.0,71100.0,19520.0966395783,48193.77333626181,1157.171095980672,0.0,OK,85.0,45.0,0.0,0.0,130.0,0.0,0.0,0.0,18.2,,
Syrma SGS Technology Limited,Information Technology,Hyderabad,Telangana,3787.1933,0.45,0.0009696637386769,0.000396,0.0001387877488564,0.000396,0.0005347877488564,0.001245024,Tier 2,75%,1050.68,17189.86,12400.0,74263.95,954.05,0.0,18240.54,4816.374173454522,19609.23145908608,251.9147887170164,0.0,OK,85.0,45.0,0.0,0.0,130.0,0.0,0.0,0.0,8.2,18500.0,1517.0
TATA CHEMICALS LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,15421.0,0.42,0.0374641669027132,0.005225,0.0010203586083353,0.005225,0.0062453586083353,0.080574725,Tier 2,75%,4770357.0,75534.0,229398.0,100329509.0,510237.0,249.0,5075289.0,329115.4270151093,6506031.320926011,33087.15388107127,249.0,OUTLIER - VERIFY,12450.0,2100.0,0.0,145.0,14550.0,0.0,0.0099656357388316,145.0,22.0,,
TATA COMMUNICATIONS LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,7277.8594892,0.51,0.0374641669027132,0.005225,0.0009111891420851,0.005225,0.0061361891420851,0.109563025,Tier 2,75%,4424.0,68911.0,183454.0,204365.0,547.8,0.0,256789.0,35283.588585498626,28080.371749862443,75.26938391884445,0.0,OK,450.0,1200.0,0.0,0.0,1650.0,0.0,0.0,0.0,12.4,1450000.0,179800.0
TBO Tek Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,575.943,0.55,0.0374641669027132,0.005225,0.01479202569741,0.005225,0.02001702569741,0.007278425,Tier 2,75%,60.73,822.21,2100.0,18198.05,3.85,,882.94,1533.0336508994817,31596.96358841066,6.684689283488123,,OK,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2250.0,0.0
TEGA INDUSTRIES LIMITED,Chemicals & Fertilizers,Delhi,Delhi,895.096,0.62,0.0374641669027132,0.005225,0.0260109557443249,0.005225,0.0312359557443249,0.004665925,Tier 2,75%,6539.12,8627.16,5179.84,99466.19,1270.59,0.0,20346.12,22730.656823402183,111123.48843029128,1419.5013719198837,0.0,OK,45.0,12.0,0.0,0.0,57.0,0.0,0.0,0.0,15.2,84500.0,12844.0
THE NEW INDIA ASSURANCE COMPANY LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,43618.4,0.48,0.0374641669027132,0.005225,0.0004122617642555,0.005225,0.0056372617642555,0.2279137643571694,Tier 2,75%,2669.0,16190.0,120.0,0.0,0.0,,18859.0,432.363406268914,0.0,0.0,,OK,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,
THE PHOENIX MILLS LIMITED,Real Estate & Construction,Chennai,Tamil Nadu,486.120818,0.52,0.07,0.0035,0.0100413793103448,0.0035,0.0135413793103448,0.0126875,Tier 2,75%,173.25,2255.0,15400.0,176550.0,194.9663,0.0,2428.25,4995.157397270734,363181.3192579628,401.0655227688685,0.0,OK,85.0,115.0,0.0,0.0,200.0,0.0,0.0,0.0,18.5,,
TITAGARH RAIL SYSTEMS LIMITED,Transportation & Logistics,Kolkata,West Bengal,3386.04,0.58,0.065,0.0125,0.0097845834414741,0.0125,0.0222845834414741,0.0481625,Tier 2,75%,18767.34,33399.0,2.78,117960.0,13719.37,0.0,52169.12,15407.11864006332,34837.154906616575,4051.7448110477135,0.0,OK,42.5,5.2,0.0,0.0,47.7,0.0,0.0,0.0,8.4,184500.0,15498.0
TRIDENT LIMITED,Textiles & Apparel,Hyderabad,Telangana,69658.9,0.45,0.04,0.006,0.0026458915184477,0.006,0.0086458915184477,0.040818,Tier 2,75%,658509.0,360850.0,154000.0,11961738.0,284725.11,45.0,1019359.0,14633.578767393688,171718.73227972307,4087.4189802021,0.0,OK,450.0,45.0,0.0,22.0,495.0,0.0,0.0444444444444444,22.0,42.0,,
TTK PRESTIGE LIMITED,Pharmaceuticals & Healthcare,Pune,Maharashtra,834.0,0.42,0.0144770016599194,0.003465,0.0021638223121587,0.003465,0.0056288223121587,0.00973665,Tier 2,75%,2370.0,12597.0,18500.0,131303.0,4175.1,0.0,14967.0,17946.043165467625,157437.64988009594,5006.11510791367,0.0,OK,115.0,15.0,0.0,0.0,130.0,0.0,0.0,0.0,14.5,124500.0,18052.5
TVS Motor Company Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,48883.67,0.55,0.0374641669027132,0.005225,0.0006574338522267,0.005225,0.0058824338522267,0.16376195,Tier 2,75%,20440.92,2963.09,12450000.0,618079.0,20902.2,0.0,23404.01,478.7694950072284,12643.874733627816,427.590645301386,0.0,OK,850.0,45.0,0.0,15.0,895.0,0.0,0.0167597765363128,15.0,88.0,,
TVS Supply Chain Solutions Limited,Chemicals & Fertilizers,Delhi,Delhi,2139.65,0.62,0.0374641669027132,0.005225,0.0025247590738784,0.005225,0.0077497590738784,0.0480699999999999,Tier 2,75%,440.77,10912.0,32400.0,18238.0,556.5,,11352.77,5305.900497744959,8523.823989904891,260.0892669361811,,OK,0.0,1240.0,0.0,0.0,1240.0,0.0,0.0,0.0,12.4,145000.0,17980.0
Tamilnad Mercantile Bank Limited,Financial Services,Bangalore,Karnataka,6141.752965359,0.48,0.0011797441546504,0.000297,0.0001030344239869,0.000297,0.0004000344239869,0.001632312,Tier 2,75%,1644.04,18442.54,450.0,148500.0,10.6,,20086.58,3270.4962432213183,24178.76473338745,1.7258916240667137,,OK,0.0,3.2,0.0,0.0,3.2,0.0,0.0,0.0,0.0,12500.0,0.0
Tanla Platforms Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,4027.7215116,0.52,0.0374641669027132,0.005225,0.0049596147630883,0.005225,0.0101846147630883,0.0205238,Tier 2,75%,102.52,1029.0,958.93,8059.4,14.43,,2090.45,519.0155262670022,2000.982435550373,3.582670737895115,,OK,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,100.0,,
Tata Consultancy Services Limited,Information Technology,Kolkata,West Bengal,255324.0,0.58,0.0009696637386769,0.000396,2.3346671278642465e-06,0.000396,0.0003983346671278,0.095393628,Tier 2,75%,20494.8,55599.0,523810.0,3488269.0,9983.0,,599903.8,2349.578574673748,13662.127336247278,39.09934044586486,,OK,455.0,120.0,0.0,45.0,575.0,0.0,0.0782608695652174,45.0,74.09,,
Tata Consumer Products Limited,Chemicals & Fertilizers,Hyderabad,Telangana,103550.180584437,0.45,0.0374641669027132,0.005225,0.001108698875853,0.005225,0.006333698875853,0.0794513499999999,Tier 2,75%,64943.0,71211.0,112000.0,4015617.0,24065.0,0.0,136154.0,1314.8600922909754,38779.43019834313,232.39940156721303,0.0,OK,4500.0,1200.0,0.0,850.0,5700.0,0.0,0.1491228070175438,850.0,26.4,2245000.0,592680.0
Tata Elxsi Limited,Information Technology,Pune,Maharashtra,3729.0483,0.42,0.0009696637386769,0.000396,0.0001146561853165,0.000396,0.0005106561853165,0.001406592,Tier 2,75%,114.9,4826.0,2606.0,73704.0,45.7,0.0,7546.9,2023.8139581082928,19764.828468432548,12.255137591004118,0.0,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,18.5,42500.0,7862.5
Tata Investment Corporation Limited,Financial Services,Ahmedabad,Gujarat,806.5007,0.51,0.0011797441546504,0.000297,0.001570938691571,0.000297,0.001867938691571,0.000113751,Tier 2,75%,0.0,34.04,796.0,268.22,0.17,,830.04,1029.1869554483956,332.57255697360216,0.2107871698065482,,OK,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Tata Motors Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,71877.6150865,0.55,0.0374641669027132,0.005225,4.70517797366057e-05,0.005225,0.0052720517797366,2.2881738,Tier 2,75%,43754.0,131407.0,164885353.0,2847107.0,102600.8,111.0,145119962.0,2018986.8824300533,39610.48229791282,1427.4374556880705,0.0,OK,1450.0,85.0,0.0,22.0,1535.0,0.0,0.0143322475570032,22.0,16.5,,
Tata Steel Limited,Steel & Iron,Delhi,Delhi,140932.649047966,0.62,0.0840934065650114,0.0096249999999999,0.0002275075798329,0.0096249999999999,0.0098525075798328,2.205761249999977,Tier 2,75%,61.0,5.0,23500000.0,110829245.15,17352473.0,59280.0,89.0,0.6315073235422484,786398.6514031934,123125.99754010256,0.0,OK,18450.0,4200.0,850.0,540.0,22650.0,0.0375275938189845,0.023841059602649,-310.0,0.03,,
Tata Technologies Limited,Information Technology,Bangalore,Karnataka,5168.45,0.48,0.0009696637386769,0.000396,0.0001054459888003,0.000396,0.0005014459888003,0.001747944,Tier 2,75%,701.0,7293.0,3800.0,142130.0,202.03,0.0,7994.0,1546.691948263019,27499.54048118876,39.08908860490089,0.0,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,15.2,28450.0,4324.4
Tata Teleservices Maharashtra Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,1316.148705918,0.52,0.0374641669027132,0.005225,0.014894011306889,0.005225,0.020119011306889,0.0068343,Tier 2,75%,117.0,11299.0,30.0,9901.0,151.51,0.0,11446.0,8696.585688633515,7522.706177106452,115.11617138606184,0.0,OK,15.0,1250.0,0.0,0.0,1265.0,0.0,0.0,0.0,2.4,185000.0,4440.0
Tech Mahindra Limited,Information Technology,Kolkata,West Bengal,52988.3,0.58,0.0009696637386769,0.000396,1.0816312186179744e-05,0.000396,0.0004068163121861,0.0205904159999999,Tier 2,75%,12435.0,76735.0,37775.0,740510.19,615.4,0.0,126945.0,2395.717545193939,13974.975419101953,11.61388457451928,0.0,OK,185.0,45.0,0.0,8.0,230.0,0.0,0.0347826086956521,8.0,31.0,,
Techno Electric  Engineering Company Limited,Power Generation,Hyderabad,Telangana,2577.2984,0.45,0.1562256571307733,0.0054449999999999,0.0435573393487286,0.0054449999999999,0.0490023393487285,0.0087882299999998,Tier 2,75%,1788.0,1005.0,15400.0,33127.0,227.83,,2793.0,1083.6929088226648,12853.38166507999,88.39876670858136,,OK,15.0,450.0,0.0,0.0,465.0,0.0,0.0,0.0,100.0,12400.0,12400.0
Tejas Networks Limited,Chemicals & Fertilizers,Pune,Maharashtra,2663.25,0.42,0.0374641669027132,0.005225,0.0063678470656169,0.005225,0.0115928470656169,0.0129109749999999,Tier 2,75%,582.92,9028.21,0.0,29189.0,1736.612,0.0,9611.13,3608.7975218248375,10959.91739416127,652.0649582277293,0.0,OK,15.0,45.0,0.0,0.0,60.0,0.0,0.0,0.0,22.0,,
The Ramco Cements Limited,Cement Manufacturing,Ahmedabad,Gujarat,13826.404321426002,0.51,0.0777832037429109,0.0033,0.004235924603191,0.0033,0.007535924603191,0.0309044999999999,Tier 2,75%,10283160.03,244925.03,674000.0,2130043.0,100582.44,12400.0,10528085.06,761447.7933127717,154056.1776209012,7274.663582934071,0.0,OK,4850.0,1150.0,145.0,120.0,6000.0,0.0241666666666666,0.02,-25.0,28.4,28450000.0,8079800.0
Thermax Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,6254.07,0.55,0.0374641669027132,0.005225,0.0022101567946468,0.005225,0.0074351567946468,0.048712675,Tier 2,75%,7384.0,12059.0,42000.0,772484.0,17716.04,0.0,19443.0,3108.855513289746,123517.00572587132,2832.721731608377,0.0,OK,185.0,45.0,0.0,0.0,230.0,0.0,0.0,0.0,24.0,,
Thomas Cook  India  Limited,Chemicals & Fertilizers,Delhi,Delhi,2073.7053965,0.62,0.0374641669027132,0.005225,0.0031321175134415,0.005225,0.0083571175134415,0.0387485999999999,Tier 2,75%,13.32,23303.94,,48865.0,0.0,,23317.26,11244.249081549806,23564.09935686831,0.0,,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,14500.0,0.0
Timken India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3147.81,0.48,0.0374641669027132,0.005225,0.006188162461563,0.005225,0.011413162461563,0.01518385,Tier 2,75%,4482.77,32755.41,32400.0,175510.0,5524.47416,0.0,37238.18,11829.869020048858,55756.22416854893,1755.0214784246823,0.0,OK,85.0,12.0,0.0,0.0,97.0,0.0,0.0,0.0,12.5,,
Titan Company Limited,Pharmaceuticals & Healthcare,Chennai,Tamil Nadu,54842.417968,0.52,0.0144770016599194,0.003465,0.0001473659240301,0.003465,0.0036123659240301,0.17700606,Tier 2,75%,3952.0,26326.0,0.0,312275.0,3022.0,0.0,30278.0,552.090901930453,5694.041429431672,55.10333263867589,0.0,OK,85.0,15.0,0.0,0.0,100.0,0.0,0.0,0.0,29.51,,
Torrent Pharmaceuticals Limited,Pharmaceuticals & Healthcare,Kolkata,West Bengal,9682.4391385,0.58,0.0144770016599194,0.003465,0.0007830514746575,0.003465,0.0042480514746575,0.037155195,Tier 2,75%,8937.0,78592.0,88400.0,1.1,4967.69,0.0,87529.0,9039.974199472215,0.1136077370862164,513.0618358598423,0.0,OK,645.0,45.0,0.0,0.0,690.0,0.0,0.0,0.0,18.2,,
Torrent Power Limited,Power Generation,Hyderabad,Telangana,29165.264233936,0.45,0.1562256571307733,0.0054449999999999,0.0025862320460893,0.0054449999999999,0.0080312320460892,0.1480114349999972,Tier 2,75%,4.86,1.32,115400.0,15387629.0,436133.52,4120.0,6.180000000000001,0.2118959029628506,527601.2202932598,14953.868290091665,0.0,OK,1250.0,450.0,0.0,0.0,1700.0,0.0,0.0,0.0,2.4,2245000.0,53880.0
Triveni Engineering  Industries Limited,Chemicals & Fertilizers,Pune,Maharashtra,6655.3984151,0.42,0.0374641669027132,0.005225,0.0027436704619249,0.005225,0.0079686704619249,0.029965375,Tier 2,75%,42858.87,2132.98,44287.57,1461879.14,1843.41,452.0,89279.42000000001,13414.586840877888,219653.13702080367,276.97966147565364,0.0,OK,850.0,45.0,0.0,12.0,895.0,0.0,0.0134078212290502,12.0,92.4,18450000.0,17047800.0
Triveni Turbine Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,1795.2,0.51,0.0374641669027132,0.005225,0.0116009259990186,0.005225,0.0168259259990186,0.008605575,Tier 2,75%,4142.84,3353.61,8900.0,88662.28,375.62,0.0,7496.450000000001,4175.829991087344,49388.52495543672,209.2357397504456,0.0,OK,45.0,12.0,0.0,0.0,57.0,0.0,0.0,0.0,12.5,,
Tube Investments of India Limited,Financial Services,Mumbai,Maharashtra,7892.512806091,0.55,0.0011797441546504,0.000297,3.810319367301192e-05,0.000297,0.000335103193673,0.005057613,Tier 2,75%,49159.0,48916.0,2.13,552057.0,125274.06,0.0,98077.13,12426.60384716887,69946.92483412295,15872.519066845289,0.0,OK,450.0,85.0,0.0,0.0,535.0,0.0,0.0,0.0,15.2,,
UNION BANK OF INDIA,Financial Services,Delhi,Delhi,127538.89,0.62,0.0011797441546504,0.000297,6.634208374223359e-06,0.000297,0.0003036342083742,0.032745141,Tier 2,75%,11161.31,166961.24,32464378.0,862050.4,18.09,,32642500.55,255941.5449671861,6759.11794433839,0.1418390892378003,,OK,55.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.5,,
UNITED BREWERIES LIMITED,Pharmaceuticals & Healthcare,Bangalore,Karnataka,22505.635970154,0.48,0.0144770016599194,0.003465,0.0003783806586856,0.003465,0.0038433806586856,0.063634725,Tier 2,75%,5389.81,0.0,45600.0,4286977.0,286111.45,0.0,5389.81,239.4871225655535,190484.59708871163,12712.88002611562,0.0,OK,420.0,85.0,0.0,0.0,505.0,0.0,0.0,0.0,18.2,,
UPL LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,12672.0,0.52,0.0374641669027132,0.005225,0.0004520248454547,0.005225,0.0056770248454547,0.2251870499999999,Tier 2,75%,657111.0,160730.0,3528091.0,4157572.0,183595.8,210.0,4345932.0,342955.49242424243,328091.2247474748,14488.304924242422,0.0,OK,1850.0,240.0,0.0,45.0,2090.0,0.0,0.0215311004784689,45.0,10.5,,
UTI Asset Management Company Limited,Financial Services,Kolkata,West Bengal,1456.444608894,0.58,0.0011797441546504,0.000297,0.0003992133078746,0.000297,0.0006962133078746,0.000509058,Tier 2,75%,21.41,1865.46,1200.0,45736.82,150.94,,1886.87,1295.5315900635987,31403.06175785963,103.63593581126392,,OK,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8500.0,0.0
Ujjivan Small Finance Bank Limited,Financial Services,Hyderabad,Telangana,7200.5870179,0.45,0.0011797441546504,0.000297,0.0001027254004629,0.000297,0.0003997254004629,0.001534896,Tier 2,75%,600.52,13270.24,17907.95,0.0,61.93,,31778.71,4413.349900640188,0.0,8.60068767255332,,OK,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,1.2,,
UltraTech Cement Limited,Cement Manufacturing,Pune,Maharashtra,70857.0,0.42,0.0777832037429109,0.0033,0.0004607229871385,0.0033,0.0037607229871385,0.2339964,Tier 2,75%,81107852.0,1884213.56,8250585.0,31459067.0,2923264.0,115000.0,95703352.44,1350654.8744654723,443979.66326545016,41255.82511255063,0.0,OK,12500.0,3400.0,320.0,285.0,15900.0,0.020125786163522,0.0179245283018867,-35.0,2.46,,
United Spirits Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,26780.0,0.51,0.0374641669027132,0.005225,0.0007343656361128,0.005225,0.0059593656361128,0.1359440499999999,Tier 2,75%,2386.0,9857.0,1291031.0,678414.0,64777.0,0.0,1303274.0,48665.94473487677,25332.86034353996,2418.857356235997,0.0,OK,450.0,85.0,0.0,0.0,535.0,0.0,0.0,0.0,98.0,,
Uno Minda Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,12469.978075606,0.55,0.0374641669027132,0.005225,0.0044302927964937,0.005225,0.0096552927964937,0.024301475,Tier 2,75%,73662.0,119525.0,154000.0,859533.0,16810.602,0.0,193187.0,15492.16837661615,68928.1885492192,1348.0859307110738,0.0,OK,450.0,115.0,0.0,0.0,565.0,0.0,0.0,0.0,12.5,,
Usha Martin Limited,Steel & Iron,Delhi,Delhi,2171.0616956,0.62,0.0840934065650114,0.0096249999999999,0.0161317797247237,0.0096249999999999,0.0257567797247236,0.0311079999999996,Tier 2,75%,187661.95,21105.98,243007.19,1080418.0,114803.54,450.0,451775.12,208089.48954126623,497645.0011483497,52878.98553627819,0.0,OK,315.0,45.0,0.0,12.0,360.0,0.0,0.0333333333333333,12.0,1.2,12450000.0,149400.0
V-GUARD INDUSTRIES LIMITED,Pharmaceuticals & Healthcare,Bangalore,Karnataka,5308.866960836,0.48,0.0144770016599194,0.003465,0.001431889717033,0.003465,0.004896889717033,0.016815645,Tier 2,75%,2433.6,12707.89,18500.0,96114.46,3864.65,0.0,15141.49,2852.1132873926144,18104.51471265813,727.9613575758968,0.0,OK,115.0,22.0,0.0,0.0,137.0,0.0,0.0,0.0,8.2,,
VALOR ESTATE LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,1609.4119,0.52,0.0374641669027132,0.005225,0.0142407651969377,0.005225,0.0194657651969377,0.0071477999999999,Tier 2,75%,1552.0,0.0,,288502.71,1006.17,0.0,1552.0,964.3274043145822,179259.7097113548,625.1786755149504,0.0,OK,850.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,4500.0,0.0
VIP INDUSTRIES LIMITED,Pharmaceuticals & Healthcare,Kolkata,West Bengal,2657.521564,0.58,0.0144770016599194,0.003465,0.0037401607851907,0.003465,0.0072051607851907,0.007778925,Tier 2,75%,129.0,12012.0,12400.0,150824.0,356.54,0.0,12141.0,4568.542421054086,56753.63167062527,134.16259902830274,0.0,OK,115.0,850.0,0.0,0.0,965.0,0.0,0.0,0.0,8.4,124500.0,10458.0
Varroc Engineering Limited,Chemicals & Fertilizers,Hyderabad,Telangana,77305.0,0.45,0.0374641669027132,0.005225,0.002247550340784,0.005225,0.007472550340784,0.039192725,Tier 2,75%,2157.0,100639.0,89000.0,443989.0,12375.16,0.0,102796.0,1329.7458120432054,5743.341310393895,160.0822715218938,0.0,OK,215.0,45.0,0.0,0.0,260.0,0.0,0.0,0.0,10.2,,
Vedant Fashions Limited,Textiles & Apparel,Pune,Maharashtra,1386.4825398,0.42,0.04,0.006,0.0122807017543859,0.006,0.0182807017543859,0.008208,Tier 2,75%,7.58,906.29,,581.8,106.214,,913.87,659.1283869552556,419.6230268315709,76.6068067581445,,OK,0.0,1150.0,0.0,0.0,1150.0,0.0,0.0,0.0,0.0,18500.0,0.0
Vedanta Limited,Steel & Iron,Ahmedabad,Gujarat,152968.0,0.51,0.0840934065650114,0.0096249999999999,0.0003025817689426,0.0096249999999999,0.0099275817689425,1.3642378749999855,Tier 2,75%,63324730.0,3594210.0,34900000.0,216673207.0,142858732.0,169.0,112720549.0,736889.7351079965,1416461.0049160607,933912.5307253804,169.0,OK,24500.0,3200.0,1450.0,890.0,27700.0,0.0523465703971119,0.0321299638989169,-560.0,1.24,,
Vinati Organics Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,2248.1,0.55,0.0374641669027132,0.005225,0.0110306701266018,0.005225,0.0162556701266018,0.0097603,Tier 2,75%,294797.0,23356.0,15400.0,902313.0,6290.19,14.0,318153.0,141520.83982029272,401366.9320759753,2798.002757884436,0.0,OK,115.0,12.0,0.0,0.0,127.0,0.0,0.0,0.0,10.0,,
Vodafone Idea Limited,Information Technology,Delhi,Delhi,43157.2244213,0.62,0.0009696637386769,0.000396,1.409560193148292e-05,0.000396,0.0004100956019314,0.016889796,Tier 2,75%,8537.88,336218.27,0.0,170370.0,4287.49,,344756.15,7988.376329174857,3947.658874835215,99.3458234974892,,OK,12.0,14500.0,0.0,0.0,14512.0,0.0,0.0,0.0,3.2,45450000.0,1454400.0
Voltamp Transformers Limited,Chemicals & Fertilizers,Bangalore,Karnataka,1934.2303241,0.48,0.0374641669027132,0.005225,0.0092982420441066,0.005225,0.0145232420441066,0.01010515,Tier 2,75%,1258.36,3036.8,0.0,24672.0,1176.28,0.0,4295.16,2220.604209583232,12755.46127707408,608.1385372485693,0.0,OK,45.0,12.0,0.0,0.0,57.0,0.0,0.0,0.0,10.2,,
