Company_Name,Battery Waste,Biomedical Waste,E-Waste Generated,Energy Intensity,Hazardous Air Pollutants,Plastic Waste Generated,Radioactive Waste,Scope 1 GHG Emissions,Scope 2 GHG Emissions,Scope 3 GHG Emissions,Total Energy Consumption,Total Energy from Non-Renewable Sources,Total Energy from Renewable Sources,Total Waste Disposed,Total Waste Generated,Total Waste Recovered,Total Water Discharged,Total Water Withdrawal,Waste Intensity,Waste Recycled,Waste Reused,Water Intensity,Land_Footprint_Hectares_x,Biodiversity_MSA_Loss,Sector,Data_Tier,Land_Footprint_Hectares_y,Total_Indicators,Data_Completeness_Pct
MRF Limited,177.0,0.17,38.0,348.8954362192,0.0,3120.0,0.0,594035.0,604767.0,,9652269.0,8659295.0,992974.0,5016.0,51166.17,46148.0,0.0,3084368.0,1.8494763461,32645.0,4505.0,111.4890103892,10.0,0.66,Chemicals & Fertilizers,Tier 2,10.0,24,96.0
MUTHOOT FINANCE LIMITED,0.0,0.0,0.0,2.2376e-06,,0.0,0.0,128.58,75722.52,31686.18,382609.21,382475.44,133.77,9.61,9.61,0.0,276138.45,394483.5,1e-10,0.0,0.0,0.0,0.1,0.744,Chemicals & Fertilizers,Tier 2,0.1,24,96.0
Mahanagar Gas Limited,3.45,0.0,0.56,9.8446e-06,0.0,18.59,0.0,283681.0,113855.0,3427432.0,747202.42,746881.95,320.47,5.45,93.84,88.39,7569.88,50446.0,1.2e-09,88.39,0.0,6.646e-07,5.0,0.576,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Maharashtra Seamless Limited,0.0,0.0,0.0,7.8457e-05,0.0,21.06,0.0,99103.0,0.0,,4286216.0,2309415.0,1976801.0,0.0,22.41,0.0,0.0,559712.0,4e-10,0.0,0.0,1.02452e-05,5.0,0.624,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Mahindra  Mahindra Financial Services Limited,0.0,0.0,2.97,7.09e-07,0.0,0.02,0.0,4022.02,13182.91,7758.45,113964.36,113319.06,645.3,0.0,5.32,5.32,152104.7,8301.8,0.0,5.32,0.0,5.16e-08,,0.0058,Financial Services,Tier 2,,23,92.0
Mahindra  Mahindra Limited,228.0,0.225,288.0,2.4716e-06,0.0,8067.0,0.0,67829.0,249830.0,94555745.0,2878986.0,2347323.0,531663.0,65915.0,195662.225,129748.0,30248.0,2910511.0,1.68e-07,126113.0,1706.0,2.4727e-06,,0.54,Chemicals & Fertilizers,Tier 2,,23,92.0
Mahindra Holidays  Resorts India Limited,0.59,1.55,1.76,1.74663e-05,,6.35,0.0,7961.0,28156.0,,269839.0,239114.0,30725.0,62.46,1187.73,1142.37,0.0,1405578.0,7.69e-08,637.77,103.4,9.09812e-05,,0.504,Chemicals & Fertilizers,Tier 2,,21,84.0
Mahindra Lifespace Developers Limited,2.4401,0.0061,2.52,6.008e-07,0.0,298.77,0.0,281.56,2396.81,457510.05,19816.33,14611.13,5205.2,1587.19,26708.1062,25120.92,2475463.124,3218487.76,8.097e-07,4189.85,20931.07,2.25269e-05,5.0,0.612,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Man Infraconstruction Limited,0.0,0.0,0.0,2.8157e-06,0.0,0.0,0.0,621.97,159.69,,11114.33,9370.33,1744.0,0.0,0.0,0.0,0.0,20128.66,0.0,0.0,0.0,5.0993e-06,1.0,0.66,Chemicals & Fertilizers,Tier 2,1.0,24,96.0
Manappuram Finance Limited,0.0,0.0,0.0,1.062e-06,,0.66,0.0,128.07,14424.98,,73344.99,73233.63,111.36,0.0,3.67,0.0,21601.7,21601.7,1e-10,0.0,0.0,3.128e-07,0.1,0.744,Chemicals & Fertilizers,Tier 2,0.1,23,92.0
Marico Limited,0.063,0.004,5.155,26.9906344809,0.0,555.014,0.0,1207.5,9534.9,549808.0,204616.0,55894.5,148721.5,540.003,3384.887,2844.884,0.0,144659.2,0.4464961087,2445.324,244.94,19.0818097876,3.0,0.576,Chemicals & Fertilizers,Tier 2,3.0,25,100.0
Maruti Suzuki India Limited,148.0,0.14,70.0,3.5622e-06,0.0,2706.0,0.0,225537.0,215368.0,32264576.0,5410978.11,5054127.47,356850.64,18377.04,188768.14,170391.44,0.0,2128699.0,1.243e-07,155243.51,0.0,1.4014e-06,10.0,0.624,Chemicals & Fertilizers,Tier 2,10.0,25,100.0
Mastek Limited,0.66,0.0,1.28,0.0177758212,0.0,0.0,0.0,0.0,0.0,0.0,6141955082.0,6141955082.0,0.0,0.0,42.35,5.28,0.0,17089.56,1e-10,5.28,0.0,4.95e-08,0.5,0.696,Chemicals & Fertilizers,Tier 2,0.5,25,100.0
Max Financial Services Limited,0.0,0.10572,16.854,13.0856000096,,0.0,0.0,293.2,7759.43,,42677022.56,42363001.4,314021.16,47.81972,64.67372,16.854,162653.96,365971.41,1.98302e-05,0.0,16.854,0.06234106,0.1,0.0045,Financial Services,Tier 2,0.1,23,92.0
Mazagon Dock Shipbuilders Limited,2.2,0.1,0.0,0.0005030086,0.0,161.0,0.0,594.84,10282.39,316.19,57503325.11,41104220.88,16399104.23,69724.65,70372.46,647.8,304303.2,381718.0,6.156e-07,645.6,0.0,6.772e-07,5.0,0.504,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
MedPlus Health Services Limited,8.73,496.48,48.6,2.8073560072,,60.81,0.0,1531.67,37135.47,,188932.28,188932.28,0.0,496.48,1442.47,945.99,5710.16,5710.16,0.0214337477,945.99,0.0,0.0848476077,5.0,0.612,Chemicals & Fertilizers,Tier 2,5.0,23,92.0
Metro Brands Limited,0.0,0.0,1.77,4.2729e-06,,90.198,0.0,345.54,19752.29,31653.52,104668.46,104178.59,489.87,3029.0,91.968,1427.16,82214.42,102768.03,3.8e-09,1427.16,0.0,8.391e-07,5.0,0.66,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Metropolis Healthcare Limited,7.5,432.797,0.0,0.4233488664,,11.507,0.0,132.12,9267.93,2387.15,51502.21,48899.07,2603.14,448.79,460.304,11.507,3490118.0,3490118.0,0.0037837051,0.0,0.0,28.6888174113,1.0,0.744,Chemicals & Fertilizers,Tier 2,1.0,24,96.0
Mishra Dhatu Nigam Limited,0.5,0.06,3.17,0.0463711812,0.0,0.0,0.0,15295.01,44831.51,,498073543.69,491439287.65,6634256.04,109.24,112.41,3.17,153300.0,357682.0,1.05e-08,3.17,0.0,1.90282e-05,5.0,0.576,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Motherson Sumi Wiring India Limited,13.2,0.0,7.2,1.6026031719,0.0,2031.21,0.0,1491.0,23471.0,,149353.0,136860.0,12493.0,0.0,7188.31,7188.2,0.0,671518.0,0.0771327553,7188.2,0.0,7.2055926347,10.0,0.624,Chemicals & Fertilizers,Tier 2,10.0,24,96.0
Motilal Oswal Financial Services Limited,0.0,0.0,2.9,3.41,,0.0,0.0,6.76,6369.77,11116.16,31632.73,31632.73,0.0,6.67,25.93,19.26,42170.3,57986.63,0.0028,19.26,0.0,6.25,0.1,0.0058,Financial Services,Tier 2,0.1,24,96.0
Mphasis Limited,20.78,2.15,32.62,0.9981038819,,1.76,0.0,158.32,18047.77,2996.76,92534.68,41489.39,51045.29,51.32,195.9,144.26,0.0,77987.0,0.00211303,144.26,0.0,0.8411887029,0.5,0.54,Chemicals & Fertilizers,Tier 2,0.5,24,96.0
NATCO Pharma Limited,10.369,19.591,5.629,1.50997e-05,0.0,16.359,0.0,28494.95,43630.35,,618258.05,537985.72,80272.33,285.016,5038.795,4693.727,21882.0,328629.0,1.231e-07,3072.461,0.0,7.3116e-06,1.0,0.21,Pharmaceuticals,Tier 2,1.0,24,96.0
NAVA LIMITED,5.687,0.05241,0.38,0.001068575,0.0,0.0,0.0,2712160.36,124214.95,,17225756.85,17225665.5,91.35,764981.82241,776828.41941,11846.6,0.0,4449454.0,4.81894e-05,11846.6,0.0,0.0002760155,100.0,0.612,Chemicals & Fertilizers,Tier 2,100.0,24,96.0
NBCC India Limited,0.0,0.0,0.13,1.1997e-06,,0.34,0.0,2052.1,887.04,,104678.26,104678.26,0.0,20.83,20.83,0.001,663.0,17848.06,2e-10,0.001,0.0,1.97e-07,,0.66,Chemicals & Fertilizers,Tier 2,,21,84.0
NCC LIMITED,22.33,1400.84,1.84,96.3033800512,,65.46,0.0,119629.0,26248.0,1587895.0,1867545.0,1867031.0,514.0,501.1,4612.7,370.57,0.0,2657535.0,0.2378623279,0.0,370.57,137.0406619944,1.0,0.744,Chemicals & Fertilizers,Tier 2,1.0,24,96.0
NETWEB TECHNOLOGIES INDIA LIMITED,0.009,0.0,92.56,6.593e-07,0.0,6.0,0.0,147.05,1104.58,353.04,7575.74,7575.74,0.0,0.0,98.569,98.569,3148.015,9463.45,8.6e-09,98.569,0.0,5.496e-07,0.5,0.048,Information Technology,Tier 2,0.5,25,100.0
NHPC Limited,1.96,1.55,9.03,1.06142e-05,0.0,4.0,0.0,4016.0,41528.0,0.0,954671.0,251217.0,703454.0,25390.79,25790.47,1.69,349185.0,1686583.0,2.867e-07,1.69,0.0,1.87518e-05,100.0,0.624,Chemicals & Fertilizers,Tier 2,100.0,25,100.0
NLC India Limited,33.58,21.36,18.78,1.968e-06,0.0,109.96,0.0,30079691.55,44935.21,0.0,300761.4,300687.76,73.64,3396905.17,3516480.17,3500.0,138884066.0,229891269.69,2.30092e-05,3500.0,0.0,0.0006754874,100.0,0.696,Chemicals & Fertilizers,Tier 2,100.0,25,100.0
NMDC Limited,413.0,18.15,0.0,7.2021e-06,0.0,0.0,0.0,103482.0,84202.0,67620577.0,1704588.0,1698672.0,5916.0,653.1,13851916.95,0.0,9282.0,9245028.0,5.85259e-05,0.0,0.0,3.90613e-05,500.0,0.54,Chemicals & Fertilizers,Tier 2,500.0,25,100.0
NMDC Steel Limited,0.0,3.29,0.0,7460.7804258472,0.0,0.0,0.0,5574359.0,575885.0,,63439389.0,63439389.0,0.0,0.0,1464471.29,3131.0,0.0,12717.0,172.2289402038,3131.0,0.0,1.0417438449,500.0,0.756,Steel & Iron,Tier 2,500.0,24,96.0
NTPC LIMITED,174.22,16.67,159.03,2.1223e-06,8.66,330.58,0.0,326959946.44,64979.66,1973049.64,3608634.46,3602629.96,6004.5,10278.62,60294.19,40120.11,5118426101.0,6205341639.88,3.55e-08,38734.98,541.2,0.0006140534,100.0,0.612,Chemicals & Fertilizers,Tier 2,100.0,25,100.0
NUVAMA WEALTH MANAGEMENT LIMITED,0.0,0.0,0.722,0.0002395514,,0.0,0.0,0.0,1231.95,6203.54,9987637.6,5795394.76,4192242.84,0.0,218.442,0.0,0.0,20222.0,5.2e-09,0.0,0.0,4.85e-07,0.1,0.66,Chemicals & Fertilizers,Tier 2,0.1,24,96.0
Narayana Hrudayalaya Ltd,2.96,1776.4,13.65,6.7472e-06,39.77,18.89,0.0,17922.68,29412.45,180306.11,251826.32,169418.9,82407.42,7361.57,7766.82,405.25,106268.0,985908.0,2.081e-07,405.25,0.0,2.35684e-05,,0.744,Chemicals & Fertilizers,Tier 2,,23,92.0
Navin Fluorine International Limited,0.48,0.043,0.262,7.59193e-05,0.0,92.75,0.0,164451.34,46196.79,614868.6,1783632.19,1726617.12,57015.07,15688.46,83991.405,68113.53,555597.0,1323835.64,3.575e-06,15199.9,52913.63,4.47557e-05,20.0,0.576,Chemicals & Fertilizers,Tier 2,20.0,25,100.0
Nestle India Limited,51.0,0.0,71.0,1.9705e-05,0.0,2657.0,0.0,147573.0,181638.0,,3956267.0,2113814.0,1842453.0,0.0,71617.0,71617.0,425189.0,2665764.0,3.567e-07,28711.0,3249.0,1.32774e-05,3.0,0.624,Chemicals & Fertilizers,Tier 2,3.0,24,96.0
Neuland Laboratories Limited,0.03,5.47,0.9,2.59733e-05,0.0,3.11,0.0,27760.95,31059.61,128243.58,383365.9,383365.9,0.0,5.47,7899.57,7894.1,1700.0,141490.4,5.352e-07,2504.34,5389.76,9.5861e-06,1.0,0.696,Chemicals & Fertilizers,Tier 2,1.0,25,100.0
Newgen Software Technologies Limited,2.26,0.0,3.82,1.0115e-06,0.0,3.44,0.0,566.08,2331.04,,13699.94,12801.33,898.61,5.94,42.6,40.1,1443.0,25507.58,3.1e-09,27.14,0.0,1.7768e-06,0.5,0.045,Information Technology,Tier 2,0.5,24,96.0
Nippon Life India Asset Management Limited,0.0,0.0,2.69,4.018e-07,,4.77,31.05,72.32,1836.54,680.5,9435.54,9435.54,0.0,35.82,38.53,2.28,4965.56,6205.71,1.6e-09,2.28,0.0,2.643e-07,0.1,0.504,Chemicals & Fertilizers,Tier 2,0.1,24,96.0
Nuvoco Vistas Corporation Limited,24.795,0.14,43.9,0.0004597801,0.0,460.7,0.0,8931380.0,159751.0,,47100363.0,45112794.0,1987569.0,0.00342,307060.743,293299.43,0.0,2727486.0,2.9974e-06,0.0,291704.64,2.66249e-05,50.0,0.612,Chemicals & Fertilizers,Tier 2,50.0,24,96.0
Oberoi Realty Limited,5.37,0.004,0.234,2.7479e-06,0.0,177.69,0.0,2806.81,24092.36,,145263.32,135413.36,9849.96,0.004,345999.033,345999.03,0.0,121369.0,6.5452e-06,1074.35,344924.68,2.2959e-06,5.0,0.66,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Oil India Limited,16.19,15.42,3.92,9.80016e-05,4.2,64.0,0.0,1245928.0,22477.0,16880000.0,21675005.0,21671856.0,3149.0,1792.42,8729.22,6936.73,0.0,2901555.79,3.95e-08,4091.24,13.34,1.31191e-05,5.0,1.24,Oil & Gas,Tier 2,5.0,25,100.0
Olectra Greentech Limited,0.0,0.0,0.0,1.4572e-06,0.0,2.7,0.0,17.98,3595.0,,25690.8,25690.8,0.0,111.3,756.77,644.52,0.0,15010.0,4.29e-08,599.72,44.8,8.514e-07,10.0,0.048,Information Technology,Tier 2,10.0,24,96.0
One 97 Communications Limited,54.38,0.0,226.49,1.908e-07,0.0,0.02,0.0,182.08,1817.46,34289.52,10502.25,10502.25,0.0,46.29,327.16,280.86,18228.72,37318.31,5.9e-09,280.86,0.0,6.779e-07,0.1,0.624,Chemicals & Fertilizers,Tier 2,0.1,25,100.0
